rekrutacja,kolejność_plików,publication_date,print_datetime,page,page_total,wojewodztwo,lp,dziedzina_medycyny,numer_wniosku,tryb_szkolenia,punktacja_proc,srednia_arytmetyczna,data_zlozenia_wniosku,ilość_zakwalifikowanych_w_trybie,czy_miejsca_doktoranckie,doktoranckie_podmiot,doktoranckie_jednostka
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,70,Choroby wewnętrzne,2024/030051,Rezydencki,73.91,3.94,25.09.2024 20:37:30,23,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,71,Choroby wewnętrzne,2024/023489,Rezydencki,71.50,3.14,03.09.2024 19:21:50,23,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,72,Choroby wewnętrzne,2024/032143,Rezydencki,71.50,3.07,28.09.2024 19:17:50,23,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,73,Choroby wewnętrzne,2024/027591,Rezydencki,60.87,3.44,25.09.2024 21:09:37,23,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,74,Choroby zakaźne,2024/023520,Rezydencki,82.61,3.84,29.09.2024 19:46:51,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,75,Choroby zakaźne,2024/033233,Pozarezydencki,75.45,0.00,22.10.2024 14:23:21,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,76,Choroby zakaźne,2024/031840,Pozarezydencki,70.91,4.00,07.10.2024 20:05:32,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,77,Diabetologia,2024/032851,Pozarezydencki,75.45,0.00,29.09.2024 21:07:16,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,78,Diabetologia,2024/030810,Pozarezydencki,70.91,0.00,26.09.2024 18:40:59,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,79,Endokrynologia i diabetologia dziecięca,2024/027953,Pozarezydencki,75.45,4.14,04.10.2024 13:17:26,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,80,Endokrynologia i diabetologia dziecięca,2024/028395,Pozarezydencki,71.96,3.59,10.10.2024 16:51:09,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,81,Gastroenterologia,2024/027954,Rezydencki,90.82,4.34,18.10.2024 10:09:13,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,82,Gastroenterologia,2024/022254,Pozarezydencki,89.09,4.32,21.09.2024 05:10:34,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,83,Gastroenterologia dziecięca,2024/032543,Pozarezydencki,77.05,4.56,30.09.2024 16:13:31,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,84,Geriatria,2024/025578,Pozarezydencki,69.27,3.90,22.10.2024 14:12:22,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,85,Hematologia,2024/023374,Rezydencki,86.83,3.81,29.09.2024 12:09:13,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,86,Kardiochirurgia,2024/029936,Rezydencki,71.57,3.60,11.10.2024 19:21:15,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,87,Kardiochirurgia,2024/033675,Rezydencki,69.57,3.74,30.09.2024 23:50:32,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,88,Kardiologia,2024/023252,Rezydencki,92.27,4.58,10.09.2024 16:00:55,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,89,Kardiologia,2024/031850,Rezydencki,91.30,4.52,27.09.2024 23:34:00,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,90,Kardiologia,2024/022518,Rezydencki,90.93,3.90,01.09.2024 14:43:00,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,91,Kardiologia,2024/027640,Rezydencki,90.73,4.11,20.09.2024 20:03:37,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,92,Kardiologia,2024/022370,Rezydencki,90.20,4.05,01.09.2024 11:38:03,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,93,Kardiologia,2024/023588,Rezydencki,90.10,4.21,14.09.2024 00:34:13,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,94,Kardiologia,2024/022189,Rezydencki,89.71,4.26,01.09.2024 00:09:12,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,95,Kardiologia,2024/029127,Rezydencki,88.89,4.16,25.09.2024 16:28:39,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,96,Kardiologia,2024/022567,Rezydencki,88.29,4.36,01.09.2024 16:51:36,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,131,144,Wielkopolskie,97,Kardiologia,2024/029870,Rezydencki,87.01,3.97,30.09.2024 14:54:14,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,98,Kardiologia,2024/029130,Rezydencki,86.96,4.28,29.09.2024 19:10:31,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,99,Kardiologia,2024/029637,Rezydencki,86.96,3.94,26.09.2024 13:32:01,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,100,Kardiologia,2024/027894,Rezydencki,86.83,3.89,29.09.2024 00:07:33,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,101,Kardiologia,2024/023174,Rezydencki,86.47,3.80,02.09.2024 20:38:20,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,102,Kardiologia,2024/031584,Rezydencki,86.34,3.84,30.09.2024 17:06:47,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,103,Kardiologia,2024/022748,Rezydencki,85.99,4.02,28.09.2024 19:41:09,16,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,104,Kardiologia,2024/030221,Pozarezydencki,80.00,3.83,25.09.2024 22:51:42,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,105,Kardiologia,2024/025867,Pozarezydencki,78.30,0.00,20.10.2024 23:29:11,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,106,Medycyna morska i tropikalna,2024/030286,Rezydencki,83.09,3.77,26.09.2024 02:31:07,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,107,Medycyna morska i tropikalna,2024/033535,Rezydencki,82.60,3.92,30.09.2024 14:29:44,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,108,Medycyna nuklearna,2024/028059,Pozarezydencki,70.37,0.00,24.09.2024 16:23:12,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,109,Medycyna paliatywna,2024/032912,Rezydencki,87.44,3.73,30.09.2024 17:56:17,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,110,Medycyna paliatywna,2024/032830,Pozarezydencki,61.82,0.00,14.10.2024 11:36:28,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,111,Medycyna paliatywna,2024/034042,Pozarezydencki,53.67,3.33,14.10.2024 19:42:20,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,112,Medycyna paliatywna,2024/026291,Pozarezydencki,52.73,0.00,04.10.2024 10:56:31,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,113,Medycyna pracy,2024/022415,Pozarezydencki,80.84,4.36,24.09.2024 17:01:15,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,114,Medycyna ratunkowa,2024/024250,Rezydencki,90.20,4.22,28.09.2024 19:14:34,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,115,Medycyna ratunkowa,2024/022906,Rezydencki,89.86,4.52,02.09.2024 12:27:50,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,116,Medycyna ratunkowa,2024/024683,Rezydencki,87.32,4.29,29.09.2024 21:05:15,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,117,Medycyna ratunkowa,2024/027821,Rezydencki,86.27,4.29,29.09.2024 19:40:58,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,118,Medycyna ratunkowa,2024/023796,Rezydencki,85.51,4.32,09.10.2024 18:46:40,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,119,Medycyna ratunkowa,2024/027608,Rezydencki,83.57,3.98,11.10.2024 12:41:33,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,120,Medycyna ratunkowa,2024/033379,Rezydencki,81.16,3.47,30.09.2024 11:50:18,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,121,Medycyna ratunkowa,2024/033909,Rezydencki,80.19,3.36,30.09.2024 21:59:36,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,122,Medycyna ratunkowa,2024/026853,Rezydencki,75.98,3.20,07.10.2024 11:31:50,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,123,Medycyna ratunkowa,2024/030268,Rezydencki,69.61,3.65,27.09.2024 23:06:14,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,124,Medycyna rodzinna,2024/032712,Rezydencki,89.51,4.48,30.09.2024 22:44:59,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,125,Medycyna rodzinna,2024/025085,Rezydencki,89.22,4.39,26.09.2024 09:05:05,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,126,Medycyna rodzinna,2024/025689,Rezydencki,88.16,4.11,17.09.2024 11:20:34,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,127,Medycyna rodzinna,2024/022657,Rezydencki,87.92,4.45,09.09.2024 21:13:56,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,128,Medycyna rodzinna,2024/028557,Rezydencki,87.80,3.61,28.09.2024 18:13:03,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,129,Medycyna rodzinna,2024/025326,Rezydencki,87.75,3.80,29.09.2024 12:42:39,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,130,Medycyna rodzinna,2024/026110,Rezydencki,87.44,4.73,26.09.2024 08:28:20,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,131,Medycyna rodzinna,2024/033206,Rezydencki,86.96,3.61,30.09.2024 08:51:03,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,132,Medycyna rodzinna,2024/029043,Rezydencki,86.83,4.30,27.09.2024 17:36:12,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,133,Medycyna rodzinna,2024/023779,Rezydencki,86.23,4.33,29.09.2024 09:00:24,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,134,Medycyna rodzinna,2024/027747,Rezydencki,86.10,3.18,27.09.2024 18:53:43,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,132,144,Wielkopolskie,135,Medycyna rodzinna,2024/027673,Rezydencki,85.85,4.00,30.09.2024 20:45:00,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,136,Medycyna rodzinna,2024/026407,Rezydencki,85.75,3.53,28.09.2024 18:10:43,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,137,Medycyna rodzinna,2024/031536,Rezydencki,85.02,3.16,27.09.2024 15:48:55,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,138,Medycyna rodzinna,2024/026224,Rezydencki,83.57,3.94,24.09.2024 22:42:14,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,139,Medycyna rodzinna,2024/032501,Rezydencki,83.33,3.36,29.09.2024 15:39:08,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,140,Medycyna rodzinna,2024/027955,Rezydencki,82.84,3.89,26.09.2024 21:12:48,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,141,Medycyna rodzinna,2024/028001,Rezydencki,82.61,3.76,30.09.2024 14:54:54,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,142,Medycyna rodzinna,2024/025763,Rezydencki,82.61,3.39,25.09.2024 14:54:58,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,143,Medycyna rodzinna,2024/022804,Rezydencki,82.35,3.87,02.10.2024 16:42:25,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,144,Medycyna rodzinna,2024/022888,Rezydencki,82.35,3.62,27.09.2024 15:50:29,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,145,Medycyna rodzinna,2024/029030,Rezydencki,81.64,4.31,27.09.2024 17:58:40,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,146,Medycyna rodzinna,2024/031121,Rezydencki,80.98,3.62,30.09.2024 17:04:58,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,147,Medycyna rodzinna,2024/031204,Rezydencki,80.49,3.62,26.09.2024 23:27:12,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,148,Medycyna rodzinna,2024/032876,Rezydencki,75.61,3.46,30.09.2024 09:16:49,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,149,Medycyna rodzinna,2024/029066,Rezydencki,74.63,3.73,27.09.2024 12:35:48,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,150,Medycyna rodzinna,2024/033701,Rezydencki,73.53,3.61,30.09.2024 17:05:52,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,151,Medycyna rodzinna,2024/023440,Rezydencki,73.53,3.47,30.09.2024 22:16:24,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,152,Medycyna rodzinna,2024/031351,Rezydencki,73.43,2.90,12.10.2024 20:24:35,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,153,Medycyna rodzinna,2024/031102,Rezydencki,71.98,4.03,26.09.2024 21:53:21,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,154,Medycyna rodzinna,2024/030761,Rezydencki,70.59,3.36,26.09.2024 17:44:14,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,155,Medycyna rodzinna,2024/023746,Rezydencki,68.38,4.10,30.09.2024 23:50:16,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,156,Medycyna rodzinna,2024/033750,Rezydencki,64.71,0.00,11.10.2024 19:21:30,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,157,Medycyna rodzinna,2024/031335,Rezydencki,64.25,3.94,11.10.2024 11:10:52,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,158,Medycyna rodzinna,2024/031100,Rezydencki,63.77,3.29,27.09.2024 21:27:45,35,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,159,Medycyna rodzinna,2024/022671,Pozarezydencki,93.64,3.73,03.10.2024 11:23:51,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,160,Medycyna rodzinna,2024/030468,Pozarezydencki,81.27,0.00,24.10.2024 09:57:26,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,161,Medycyna rodzinna,2024/033766,Pozarezydencki,69.27,0.00,16.10.2024 21:21:11,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,162,Medycyna rodzinna,2024/029292,Pozarezydencki,61.82,0.00,14.10.2024 14:02:47,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,163,Medycyna rodzinna,2024/033722,Pozarezydencki,54.72,0.00,29.10.2024 08:10:38,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,164,Nefrologia,2024/033431,Rezydencki,89.22,3.92,30.09.2024 12:32:19,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,165,Nefrologia,2024/029709,Rezydencki,85.99,3.88,25.09.2024 16:03:04,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,166,Nefrologia,2024/025980,Rezydencki,81.64,3.78,23.09.2024 09:19:32,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,167,Nefrologia,2024/025064,Rezydencki,73.17,3.81,30.09.2024 20:10:10,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,168,Nefrologia,2024/022844,Pozarezydencki,76.91,3.46,26.09.2024 15:29:37,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,169,Nefrologia,2024/033382,Pozarezydencki,75.45,0.00,30.09.2024 11:52:19,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,170,Nefrologia,2024/031130,Pozarezydencki,65.33,3.64,27.09.2024 20:56:41,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,171,Neurologia,2024/032438,Rezydencki,90.20,4.42,30.09.2024 20:45:52,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,172,Neurologia,2024/026045,Rezydencki,89.27,4.45,21.09.2024 12:57:26,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,133,144,Wielkopolskie,173,Neurologia,2024/023986,Rezydencki,89.27,4.11,25.09.2024 17:20:11,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,174,Neurologia,2024/033746,Rezydencki,88.73,4.25,30.09.2024 18:02:01,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,175,Neurologia,2024/032020,Rezydencki,88.41,4.23,29.09.2024 10:23:33,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,176,Neurologia,2024/023766,Rezydencki,88.24,4.33,13.09.2024 16:53:15,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,177,Neurologia,2024/022235,Rezydencki,87.07,4.14,26.09.2024 17:13:25,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,178,Neurologia,2024/033187,Rezydencki,86.83,4.57,30.09.2024 20:20:53,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,179,Neurologia,2024/027009,Rezydencki,86.34,3.76,30.09.2024 20:42:24,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,180,Neurologia,2024/029438,Rezydencki,84.80,4.00,28.09.2024 10:12:38,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,181,Neurologia,2024/023313,Rezydencki,84.54,3.90,24.09.2024 11:45:15,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,182,Neurologia,2024/030792,Rezydencki,84.39,3.67,30.09.2024 19:42:58,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,183,Neurologia,2024/031224,Rezydencki,84.31,3.78,03.10.2024 00:25:47,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,184,Neurologia,2024/033100,Rezydencki,83.09,3.67,29.09.2024 23:43:06,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,185,Neurologia,2024/022320,Rezydencki,82.61,3.93,10.10.2024 15:24:41,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,186,Neurologia dziecięca,2024/030282,Rezydencki,87.99,3.80,26.09.2024 01:58:44,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,187,Neurologia dziecięca,2024/028788,Rezydencki,87.75,4.21,29.09.2024 00:03:35,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,188,Neurologia dziecięca,2024/027325,Pozarezydencki,75.45,4.37,25.09.2024 15:41:31,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,189,Neurologia dziecięca,2024/023213,Pozarezydencki,60.91,3.68,02.09.2024 22:17:19,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,190,Okulistyka,2024/032652,Rezydencki,90.10,4.36,30.09.2024 08:10:15,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,191,Okulistyka,2024/022208,Rezydencki,90.10,4.05,25.09.2024 17:23:41,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,192,Okulistyka,2024/023997,Rezydencki,89.76,4.16,25.09.2024 17:10:17,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,193,Okulistyka,2024/027769,Rezydencki,89.22,4.32,21.09.2024 19:11:20,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,194,Okulistyka,2024/032260,Rezydencki,88.89,3.73,30.09.2024 20:05:42,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,195,Okulistyka,2024/031122,Pozarezydencki,82.49,3.44,21.10.2024 12:54:25,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,196,Okulistyka,2024/031980,Pozarezydencki,80.65,3.82,08.10.2024 15:17:16,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,197,Onkologia i hematologia dziecięca,2024/031547,Rezydencki,70.05,3.30,29.09.2024 17:11:57,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,198,Onkologia i hematologia dziecięca,2024/031309,Pozarezydencki,75.45,0.00,27.09.2024 10:18:22,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,199,Onkologia kliniczna,2024/023486,Rezydencki,89.76,4.28,15.09.2024 20:58:54,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,200,Onkologia kliniczna,2024/029854,Rezydencki,86.52,3.58,25.09.2024 18:18:37,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,201,Onkologia kliniczna,2024/024315,Rezydencki,85.85,4.31,20.09.2024 18:57:59,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,202,Onkologia kliniczna,2024/023619,Rezydencki,83.58,3.84,15.09.2024 18:08:38,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,203,Onkologia kliniczna,2024/027773,Rezydencki,81.86,0.00,21.09.2024 19:50:10,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,204,Ortodoncja,2024/022768,Rezydencki,87.50,4.13,22.09.2024 20:38:28,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,205,Ortodoncja,2024/028744,Rezydencki,87.20,3.77,24.09.2024 11:00:25,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,206,Ortodoncja,2024/027070,Rezydencki,86.54,4.36,10.10.2024 18:56:18,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,207,Ortodoncja,2024/030783,Rezydencki,86.30,3.40,30.09.2024 10:40:15,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,208,Ortopedia i traumatologia narządu ruchu,2024/022454,Rezydencki,89.61,4.25,01.09.2024 13:33:58,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,209,Ortopedia i traumatologia narządu ruchu,2024/024661,Rezydencki,88.65,3.84,30.09.2024 08:55:50,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,210,Ortopedia i traumatologia narządu ruchu,2024/026490,Rezydencki,88.48,4.58,03.10.2024 13:53:11,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,134,144,Wielkopolskie,211,Ortopedia i traumatologia narządu ruchu,2024/027820,Rezydencki,88.48,4.02,21.09.2024 23:04:33,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,135,144,Wielkopolskie,212,Ortopedia i traumatologia narządu ruchu,2024/030933,Rezydencki,87.75,4.33,30.09.2024 19:02:35,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,135,144,Wielkopolskie,213,Ortopedia i traumatologia narządu ruchu,2024/022380,Rezydencki,86.83,4.19,01.09.2024 11:52:02,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,135,144,Wielkopolskie,214,Ortopedia i traumatologia narządu ruchu,2024/022737,Rezydencki,85.99,3.69,07.10.2024 13:06:34,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,135,144,Wielkopolskie,215,Ortopedia i traumatologia narządu ruchu,2024/029653,Rezydencki,84.54,3.82,30.09.2024 11:21:35,15,NIE,,
